first,second,label
0.061359936000000115,0.05113328000000017,0
0.05720535699999996,0.04538078599999995,0
0.05720535699999996,0.059762021000000054,0
0.06199910200000014,0.04697870100000001,0
0.06167951900000013,0.04570036899999996,0
0.06871034499999995,0.04570036899999996,0
0.06072077000000009,0.04154579000000025,0
0.06231868499999971,0.06519493199999982,0
0.06040118700000008,0.05305077800000024,0
0.0661536810000003,0.05432911000000029,0
0.0610403530000001,0.047617867000000036,0
0.06040118700000008,0.06871034499999995,0
0.06104035299999966,0.05496827599999987,0
0.06583409800000029,0.05528785900000033,0
0.06647326399999987,0.056885773999999945,0
0.07190617500000007,0.047617867000000036,0
0.07062784300000002,0.046019951999999975,0
0.07126700900000005,0.06775159600000036,0
0.032277882999999896,0.06871034499999995,1
0.04633953499999999,0.03898912599999971,1
0.06167951899999968,0.0377107940000001,1
0.035154130000000006,0.03707162800000008,1
0.03291704899999992,0.04857661599999963,1
0.054009526999999835,0.033556214999999945,1
0.05624660799999992,0.04506120299999994,1
0.04633953499999999,0.04793745000000005,1
0.061999101999999695,0.04250453899999984,1
0.06072077000000009,0.046019951999999975,1
0.07542158799999976,0.07062784300000002,1
0.041545789999999805,0.04538078599999995,1
0.060081604000000066,0.04921578199999965,1
0.06231868499999971,0.03259746599999991,1
0.07158659200000006,0.043143704999999866,1
0.06934951099999997,0.04857661599999963,1
0.04186537299999982,0.035154130000000006,1
0.06295785099999973,0.052411611999999774,1
0.06327743399999974,0.061359936000000115,1
0.030679967999999835,0.0441024539999999,1
0.059762021000000054,0.04921578199999965,1
0.06135993599999967,0.03163871699999987,1
0.040267457999999756,0.05624660799999992,1
0.07158659200000006,0.03898912599999971,1
0.06519493199999982,0.04697870100000001,1
0.06199910200000014,0.04058704099999977,1
0.04250453899999984,0.03259746599999991,1
0.05592702499999991,0.05209202899999976,1
0.04985494800000012,0.044741619999999926,1
0.06455576599999979,0.036432462000000054,1
0.07030826000000001,0.03898912599999971,1
0.06871034499999995,0.048896199000000085,1
0.05880327200000002,0.05752493999999997,1
0.0610403530000001,0.05752493999999997,1
0.05209202899999976,0.046659118,1
0.03739121099999965,0.04250453899999984,1
0.04218495599999983,0.05081369700000016,1
0.06231868499999971,0.03004080199999981,1
0.061999101999999695,0.049535364999999665,1
0.06583409799999984,0.055607441999999896,1
0.047617867000000036,0.054009526999999835,1
0.0738236729999997,0.04378287099999989,1
0.02844288699999975,0.04346328799999988,1
0.05496827599999987,0.04218495599999983,1
0.048896199000000085,0.04793745000000005,1
0.03930870899999972,0.04985494800000012,1
0.06391659999999977,0.060401186999999634,1
0.04090662399999978,0.036432462000000054,1
0.05432910999999985,0.047298284000000024,1
0.06327743399999974,0.05209202899999976,1
0.06423618299999978,0.04122620699999979,1
0.05464869299999986,0.0492157820000001,1
0.07030826000000001,0.07286492399999966,1
0.05432910999999985,0.04058704099999977,1
0.05784452299999998,0.025886223000000097,1
0.033556214999999945,0.06167951900000013,1
0.07158659199999962,0.055607441999999896,1
0.04346328799999988,0.055287858999999884,1
0.038669542999999695,0.047617867000000036,1
0.02844288699999975,0.03834996000000013,1
0.05337036099999981,0.04506120299999994,1
0.041545789999999805,0.047617867000000036,1
0.042824121999999853,0.04825703300000006,1
0.04122620699999979,0.044741619999999926,1
0.06839076199999994,0.05145286299999974,1
0.058483689000000005,0.05912285500000003,1
0.05432910999999985,0.0492157820000001,1
0.03803037699999967,0.04186537299999982,1
0.05880327200000002,0.05432910999999985,1
0.06359701699999976,0.05464869299999986,1
0.060720769999999646,0.04250453899999984,1
0.05337036099999981,0.06934951099999997,1
0.04697870100000001,0.04122620699999979,1
0.06966909399999999,0.04378287099999989,1
0.04058704099999977,0.03323663199999993,1
0.05496827599999987,0.06167951900000013,1
0.04857661600000007,0.06231868499999971,1
0.04793745000000005,0.03930870899999972,1
